ADAPLAN,BIKERACK,DESTINAT_A,DESTINAT_B,DESTINAT_C,DESTINAT_D,EQPLAN,FARMEBT,FARMMRKT,FARMPOLICY_A,FARMPOLICY_B,FARMPOLICY_C,FARMPOLICY_D,FARMPOLICY_E,FEMMAT,FEMWEEK,FEMWORK,FOODCOUN,FOODSEC,GENMANDATE,GENPLAN,GENPLANUP,GENPLANYR,GOVSTRUCT_A,GOVSTRUCT_B,GOVSTRUCT_C,GOVSTRUCT_D,GOVSTRUCT_E,GOVSTRUCT_F,HEALTHFOOD_A,HEALTHFOOD_B,HEALTHFOOD_C,HLTHFOODLOW,LEADTEST,LOCALTAC,LOWINCOME,NR_adj_wt,OBPLAN_A,OBPLAN_B,OBPLAN_C,OBPLAN_D,OBPLAN_E,OBPLAN_F,OBPLAN_G,OTHAGREE,OTHCONTRACT,OTHFOOD,OTHGOV,OTHOWN,OTHPLAN_A,OTHPLAN_B,OTHPLAN_C,OTHPLAN_D,OTHPLAN_E,OTHSERVE,PAGOV_A,PAGOV_B,PAGOV_C,PARKPOL_A,PARKPOL_B,PARKPOL_C,PARKPOL_D,PARKPOL_E,PARKPOL_F,PHCOUNC_A,PHCOUNC_B,POPULATIONSIZE,POVERTY_BINARY,PUBAUTH,PUBCOMM_A,PUBCOMM_B,PUBCOMM_C,PUBCOMM_D,PUBCOMM_E,PUBCURRENT,PUBDEMAND,PUBLOC_A,PUBLOC_B,PUBLOC_C,PUBLOC_D,PUBLOC_E,PUBMODES,PUBMULTI,PUBSPECS,PUBTOD,PUBTRANS,REGION,REPTAC_A,REPTAC_B,SCHDOOR,SCHJOINT,SCHREC,SNAP,STOREOPEN_A,STOREOPEN_B,STOREOPEN_C,STRATUMC,STREETADOPT,STREETCOMP,STREETFORM,STREETGOV,STREETMEAS,STREETREVISE,STREETZERO,SU_ID,ZONECODE_A,ZONECODE_B,ZONECODE_C,ZONECODE_D,ZONECODE_E,ZONECODE_F,ZONECODE_G,ZONELOC,ZONEPOL,ZONEREM,ZONEREP_A,ZONEREP_B
1,1,1,1,1,1,3,2,1,1,2,2,1,2,1,2,1,1,1,1,1,1,3,2,1,2,1,2,2,2,2,2,97,1,1,97,5.7865607588,1,1,1,1,2,1,1,97,97,2,97,97,1,1,1,1,77,2,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,2,2,1,2,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,3,1,1,2,2,2,2,1,2,1,77,1,1,5,2,11000134,1,1,1,1,1,1,1,1,2,3,1,1
1,2,97,97,97,97,2,97,4,2,2,2,2,2,2,97,1,97,77,1,1,4,4,2,2,2,2,2,2,2,2,2,97,2,2,97,5.7865607588,1,2,2,2,2,2,2,97,97,2,97,97,1,2,2,2,2,2,2,2,1,2,1,2,1,2,2,97,97,2,2,3,1,2,2,2,2,1,2,3,3,3,3,3,97,2,1,2,2,1,97,97,97,97,2,2,2,2,2,1,97,2,2,97,97,97,2,11000135,1,1,2,2,2,2,2,1,2,2,2,1
1,2,97,97,97,97,4,2,1,1,2,2,2,2,1,3,1,97,2,1,1,2,5,1,1,1,1,2,2,2,2,2,97,2,1,97,5.7865607588,1,1,1,2,1,2,2,97,97,1,2,97,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,97,97,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,97,97,2,2,2,2,2,1,97,2,2,97,97,97,2,11000136,2,1,1,2,1,1,1,1,2,2,2,2
1,2,97,97,97,97,1,97,3,2,1,77,2,2,2,97,1,97,2,1,1,1,2,2,1,1,1,1,2,2,2,2,97,2,2,97,5.7865607588,2,1,1,1,2,2,2,97,97,2,97,97,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,97,97,2,2,3,97,97,97,97,97,3,2,97,97,97,97,97,97,97,97,97,2,1,97,97,97,97,77,2,2,2,2,1,97,2,77,97,97,97,2,11000137,2,77,77,77,2,1,77,1,2,3,2,2
1,2,1,2,1,2,77,2,1,1,1,2,2,2,2,97,1,97,2,1,1,1,5,1,1,1,1,1,2,2,2,2,97,2,2,97,5.7865607588,1,1,1,1,1,77,1,97,97,2,97,97,1,77,2,1,2,2,2,2,1,1,1,1,1,1,1,97,97,2,2,2,1,1,1,1,2,1,1,2,2,2,2,2,97,1,1,77,2,1,97,97,3,1,1,2,2,2,2,1,77,1,2,77,77,77,2,11000139,77,77,2,1,1,1,1,2,1,2,97,97
1,1,97,97,97,97,2,2,1,1,1,1,2,1,1,3,1,97,2,1,1,2,1,2,1,1,1,1,1,2,2,2,97,1,1,97,5.7865607588,1,1,1,1,1,2,1,97,97,1,1,97,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,97,97,2,2,1,1,2,2,2,77,1,2,1,2,1,1,1,1,1,1,1,1,1,1,77,77,1,1,2,2,2,2,1,1,1,1,1,1,1,1,11000141,2,1,1,1,1,1,1,1,1,1,1,98
1,77,1,1,1,1,2,77,1,1,1,98,77,77,1,4,77,77,1,1,1,2,2,2,1,1,1,1,77,2,2,1,77,77,77,2,3.7496270015,1,77,1,1,1,2,77,97,97,1,77,1,1,1,1,2,77,1,2,2,77,1,1,1,1,77,77,77,77,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,77,1,77,1,1,1,97,97,3,1,1,77,1,77,77,1,97,77,77,97,97,97,77,11000143,2,1,1,1,1,1,2,1,1,1,2,1
77,1,1,1,1,1,2,77,1,1,1,2,2,1,1,77,1,77,1,1,1,1,5,2,1,1,1,1,2,2,2,2,97,1,1,97,5.7865607588,2,1,1,1,1,77,1,97,97,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,77,1,2,2,77,1,1,2,2,77,1,1,1,2,1,1,1,97,1,77,1,77,1,2,1,3,1,1,77,2,2,2,1,1,1,77,3,1,1,1,11000152,1,1,1,1,77,1,1,1,1,2,2,1
1,2,97,97,97,97,77,97,4,2,2,2,2,2,1,77,77,97,2,77,1,77,77,2,1,1,1,1,77,2,2,2,97,1,2,97,5.7865607588,1,1,1,77,2,2,77,97,97,2,97,97,1,2,1,2,2,2,2,2,1,1,1,1,2,2,1,97,97,2,2,3,97,97,97,97,97,77,2,97,97,97,97,97,97,97,97,97,2,1,97,97,97,97,77,2,77,77,77,1,97,77,2,97,97,97,77,11000153,77,77,77,77,2,2,77,2,2,2,97,97
1,2,1,1,1,1,2,97,3,2,2,2,2,2,2,97,1,97,2,1,1,3,5,2,1,2,1,1,2,2,2,2,97,1,2,97,5.7865607588,1,77,1,77,2,2,77,97,97,2,97,97,2,2,2,2,2,2,2,77,1,1,1,1,1,1,1,97,97,2,2,3,1,2,1,1,1,1,1,1,3,1,1,1,97,2,2,2,2,1,97,97,3,1,1,2,2,2,2,1,77,1,1,1,77,77,2,11000157,77,77,77,77,77,1,77,1,1,1,2,1
1,2,97,97,97,97,2,97,4,2,2,2,2,2,2,97,1,97,2,1,1,1,5,1,1,1,1,2,2,2,2,2,97,2,2,97,5.7865607588,2,2,1,1,2,2,2,97,97,2,97,97,1,1,1,2,2,2,1,2,2,2,1,1,1,1,1,97,97,2,2,1,1,2,2,1,2,1,2,3,3,3,2,2,1,1,2,2,1,1,97,97,3,1,1,2,2,2,2,1,97,2,77,97,97,97,2,11000159,2,2,2,1,2,1,2,1,2,3,2,1
77,2,2,2,1,2,4,1,1,1,1,2,1,2,2,97,1,1,1,1,1,1,3,2,2,2,1,1,2,2,2,2,97,2,1,97,5.7865607588,1,1,1,1,2,2,2,97,97,2,97,97,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,1,2,1,1,1,3,1,2,1,1,97,1,2,1,2,1,2,1,3,1,1,2,2,2,2,1,97,77,2,97,97,97,2,11000161,1,1,1,1,1,1,2,1,2,3,2,1
1,2,97,97,97,97,4,2,1,1,2,2,2,2,1,3,1,97,2,1,1,1,5,2,1,1,1,2,2,2,2,2,97,1,2,97,6.4818129955,2,2,2,1,2,2,2,97,97,2,97,97,1,2,1,2,2,2,2,2,2,2,1,1,1,2,2,97,97,3,2,1,1,2,2,2,2,1,2,2,2,2,2,2,97,2,2,2,2,1,97,97,97,97,3,2,2,2,2,1,97,2,2,97,97,97,2,11000166,2,1,1,2,1,1,2,1,2,2,2,2
1,1,1,1,1,1,3,97,4,2,2,2,2,2,1,3,1,97,2,1,1,1,5,2,1,2,1,1,2,2,2,2,97,1,2,97,6.4818129955,1,2,2,1,1,2,1,97,97,2,97,97,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,97,97,3,2,3,97,97,97,97,97,3,1,97,97,97,97,97,97,97,97,97,2,1,97,97,97,97,2,2,2,2,2,1,77,1,77,3,77,77,77,11000170,77,1,1,1,2,1,2,1,2,3,2,2
3,2,97,97,97,97,2,97,4,2,2,1,2,2,2,97,2,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,97,2,2,97,5.7865607588,2,2,1,1,1,1,2,97,97,2,97,2,1,2,1,77,2,1,2,2,1,1,1,2,1,2,2,2,1,2,2,2,1,2,2,1,98,1,77,3,3,3,2,2,2,77,2,77,1,1,97,97,97,97,77,2,2,2,2,1,97,2,2,97,97,97,2,11000176,2,2,77,77,2,1,77,1,2,2,2,1
2,2,97,97,97,97,4,97,2,2,2,2,2,2,2,97,1,97,77,1,1,1,1,2,1,1,1,1,2,2,2,2,97,2,2,97,5.7865607588,2,2,1,1,2,2,2,97,97,2,97,97,1,2,1,2,77,2,2,2,1,1,1,1,1,2,2,97,97,2,2,1,1,2,1,1,1,1,2,3,3,3,2,2,1,1,77,2,1,1,97,97,97,97,2,2,2,2,2,1,97,2,2,97,97,97,2,11000178,2,2,2,2,1,1,2,1,2,3,2,1
77,77,97,97,97,97,77,77,1,1,1,2,1,2,2,97,1,97,77,77,1,77,77,2,1,2,1,1,1,2,2,2,97,2,77,97,5.7865607588,1,1,1,1,77,2,77,97,97,2,97,97,1,77,1,1,2,2,2,2,1,1,1,1,1,2,77,97,97,2,2,3,1,2,1,1,98,1,2,1,1,2,1,2,1,77,77,1,1,1,97,97,97,97,77,2,2,2,2,1,2,1,77,1,77,1,77,11000180,77,77,1,77,77,1,77,1,1,1,2,1
1,2,97,97,97,97,4,97,4,2,2,2,2,2,1,3,1,97,2,97,2,97,97,2,1,1,1,2,2,2,2,2,97,1,2,2,5.7865607588,2,2,98,98,98,98,98,97,97,2,97,97,1,2,2,2,2,2,2,2,1,2,1,1,1,2,2,97,97,2,2,2,1,2,2,1,98,1,2,2,2,1,2,1,97,2,2,2,2,1,97,97,97,97,2,2,1,2,2,1,97,2,2,97,97,97,2,11000183,2,1,1,2,1,1,2,1,2,2,2,1
1,2,97,97,97,97,2,2,1,2,2,1,2,2,2,97,1,97,2,77,1,77,5,2,1,1,1,1,2,2,2,2,97,1,2,97,5.7865607588,77,77,1,1,77,77,77,97,97,1,2,2,1,77,1,77,77,1,2,2,1,1,1,1,1,1,1,97,97,2,2,2,1,2,1,77,2,1,2,2,2,2,2,2,77,2,1,2,1,1,97,97,1,1,1,2,2,2,2,1,97,2,77,97,97,97,77,11000186,1,77,77,77,77,77,77,1,2,3,2,1
2,2,1,1,1,1,2,97,3,1,1,1,2,2,1,2,1,97,2,1,1,2,2,1,1,1,1,1,2,2,2,2,97,2,2,97,3.7496270015,1,2,2,1,1,2,2,97,97,2,97,97,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,97,97,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,97,97,3,1,1,2,2,2,2,1,1,1,2,1,2,1,2,11000191,2,2,1,2,1,1,2,1,2,2,1,1
77,77,97,97,97,97,77,97,4,77,77,77,77,77,1,3,1,97,77,97,77,97,97,2,1,2,1,2,2,2,2,2,97,1,2,2,6.4818129955,1,1,1,77,77,1,77,97,97,2,97,97,1,2,1,77,77,2,2,2,1,1,1,1,1,2,2,97,97,3,2,3,97,97,97,97,97,3,2,97,97,97,97,97,97,97,97,97,77,1,97,97,97,97,3,2,1,1,1,1,97,77,77,97,97,97,77,11000197,77,1,2,77,2,77,2,1,77,2,2,77
77,2,1,1,1,1,77,97,77,77,77,77,77,77,77,97,1,97,77,97,77,97,97,2,1,2,2,2,2,77,77,77,97,1,2,97,5.7865607588,97,97,97,97,97,97,97,97,97,1,77,97,77,77,77,77,77,77,2,2,1,1,2,1,77,77,77,97,97,2,2,77,1,2,2,1,98,1,1,77,77,1,1,1,97,77,1,77,77,1,97,97,3,2,1,77,77,77,77,1,97,77,77,97,97,97,77,11000198,77,77,77,77,77,77,77,1,77,3,2,1
2,2,97,97,97,97,1,2,1,77,77,77,77,77,1,3,1,77,1,2,1,5,2,1,1,1,1,2,98,2,2,2,97,1,2,97,3.7496270015,1,1,1,1,1,2,2,97,97,1,77,97,2,2,77,1,77,2,1,1,1,77,77,77,1,77,77,77,77,1,1,1,1,2,2,1,1,1,2,77,77,77,77,77,1,2,2,1,1,1,97,97,97,97,2,77,77,77,2,1,2,1,1,1,1,5,2,11000199,1,1,1,1,1,1,2,1,1,2,2,2
1,2,97,97,97,97,77,97,4,2,2,2,2,2,2,97,1,97,2,1,1,1,5,2,1,2,2,2,2,2,2,2,97,1,2,97,6.4818129955,1,1,1,1,1,1,1,97,97,2,97,97,1,2,1,1,77,2,1,2,2,2,2,2,1,1,2,97,97,3,2,2,1,2,2,1,77,1,2,3,3,3,77,77,97,2,1,77,2,1,97,97,97,97,2,2,2,2,2,1,5,1,77,77,77,77,2,11000203,2,2,1,2,1,1,1,1,2,2,2,1
2,2,97,97,97,97,4,97,4,2,2,2,2,2,77,97,77,97,2,2,1,5,1,2,1,2,1,2,2,2,2,2,97,2,1,97,5.7865607588,1,1,1,1,77,2,77,97,97,2,97,97,77,2,2,2,2,2,2,2,1,1,1,1,1,1,1,97,97,2,2,2,1,2,2,1,2,1,2,77,3,77,77,77,97,77,2,77,2,1,2,1,97,97,77,2,2,2,2,1,97,2,2,97,97,97,2,11000205,1,1,1,1,1,1,1,1,2,3,2,1
1,2,97,97,97,97,4,2,1,2,2,2,2,2,2,97,2,2,1,2,1,2,4,1,2,2,1,2,2,2,2,2,97,2,2,2,6.4818129955,77,2,2,2,2,2,1,97,97,2,97,97,77,77,77,77,77,2,2,2,2,1,1,1,1,1,1,2,2,3,2,3,97,97,97,97,97,3,2,97,97,97,97,97,97,97,97,97,2,1,97,97,97,97,2,2,1,2,2,1,97,2,2,97,97,97,2,11000206,2,2,2,2,2,1,2,2,2,2,97,97
1,1,97,97,97,97,77,2,1,1,1,1,2,2,1,77,1,97,2,2,1,4,3,2,1,2,1,1,2,2,2,2,97,2,1,97,5.7865607588,1,2,1,1,1,2,1,97,97,2,97,97,1,2,1,1,98,2,2,2,1,1,1,1,1,1,1,97,97,2,2,3,1,1,1,2,98,1,2,3,1,3,1,3,2,2,1,2,1,1,2,2,3,1,1,2,2,2,2,1,97,77,2,97,97,97,77,11000207,2,2,1,1,2,1,1,1,2,2,2,2
77,2,97,97,97,97,77,2,1,1,77,77,77,2,1,3,1,97,2,97,77,97,97,2,1,2,2,2,2,2,2,2,97,77,2,97,5.7865607588,97,97,97,97,97,97,97,97,97,1,77,2,77,2,2,2,2,1,2,2,1,1,1,1,1,1,1,97,97,2,2,2,97,97,97,97,97,3,2,97,97,97,97,97,97,97,97,97,2,1,97,97,97,97,3,2,2,77,77,1,97,77,77,97,97,97,77,11000208,77,1,1,1,1,1,1,1,1,77,2,2
3,2,97,97,97,97,77,77,1,77,77,77,77,77,1,3,2,97,77,1,1,5,5,2,1,2,1,1,2,77,77,77,97,2,2,97,6.4818129955,2,2,2,2,2,2,2,97,97,2,97,97,1,2,1,2,2,77,77,77,1,1,1,1,1,77,77,97,97,3,2,2,1,2,1,2,98,1,77,77,77,77,77,77,97,1,1,77,2,1,97,97,97,97,3,77,77,77,77,1,97,2,77,97,97,97,2,11000209,1,1,1,1,1,1,77,1,2,2,2,1
1,1,1,2,1,1,77,2,1,2,2,2,2,2,1,4,77,1,1,2,1,5,3,2,2,2,1,2,2,2,2,2,97,1,2,97,6.4818129955,2,2,2,2,2,2,1,97,97,2,97,97,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,77,1,3,2,2,1,2,1,1,2,1,1,1,1,1,1,1,97,1,1,1,2,1,97,97,97,97,2,77,2,2,2,1,97,2,1,97,97,97,2,11000212,2,1,2,1,1,2,1,1,2,3,2,2
77,77,1,77,1,77,2,2,1,1,77,77,77,77,1,77,1,77,1,2,1,2,2,1,1,1,1,2,2,77,77,77,97,2,2,97,5.7865607588,77,77,1,1,1,2,77,97,97,1,2,97,1,2,77,1,2,77,77,77,77,1,1,1,77,77,77,77,77,2,1,1,1,2,2,1,77,1,1,77,77,77,77,77,97,77,1,77,77,1,97,97,97,97,77,2,77,77,77,1,97,77,1,97,97,97,77,11000214,77,77,77,77,77,1,77,1,77,2,2,1
77,2,97,97,97,97,77,2,1,1,2,2,2,2,1,77,77,97,77,1,1,1,77,1,1,2,1,2,77,2,2,2,97,77,2,97,5.7865607588,1,1,1,1,1,2,1,97,97,2,97,97,1,1,1,1,77,2,2,2,1,1,2,1,1,2,1,97,97,2,2,1,1,2,1,1,2,1,2,2,2,2,2,2,97,1,2,77,2,1,97,97,1,1,1,2,2,2,2,1,97,77,77,97,97,97,2,11000216,77,77,77,1,2,1,2,1,2,3,2,1
3,1,97,97,97,97,2,2,1,1,2,2,1,1,2,97,1,97,77,2,1,1,5,2,1,2,1,2,2,2,2,2,97,1,2,97,5.7865607588,1,1,1,1,1,2,1,97,97,2,97,97,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,97,97,2,2,1,1,2,2,1,1,1,2,1,2,1,1,1,97,2,2,2,2,1,97,97,3,1,1,2,2,2,2,1,2,1,2,1,2,5,2,11000220,2,1,1,1,1,1,2,1,2,2,2,77
77,2,97,97,97,97,4,2,1,1,2,2,1,2,2,97,2,97,2,2,1,4,4,1,1,2,2,2,2,2,2,2,97,1,2,97,6.4818129955,2,2,1,1,1,2,2,97,97,2,97,97,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,97,97,3,2,1,97,97,97,97,97,3,2,97,97,97,97,97,2,97,97,97,1,1,97,97,97,97,2,2,2,2,2,1,97,2,2,97,97,97,2,11000223,2,1,2,1,2,1,2,1,2,2,2,2
2,2,97,97,97,97,3,97,2,2,2,2,2,2,2,97,1,97,2,1,1,1,2,1,1,1,1,1,2,2,2,2,97,2,1,97,5.7865607588,1,1,1,1,1,2,2,97,97,2,97,97,1,1,1,1,1,2,1,1,1,77,1,1,1,2,2,97,97,2,2,2,1,98,98,98,98,1,2,1,3,3,1,1,97,77,1,1,2,1,2,1,97,97,2,2,2,2,2,1,97,2,2,97,97,97,2,11000224,1,1,1,1,1,1,1,1,2,1,1,1
3,2,97,97,97,97,4,97,3,1,1,2,2,2,2,97,2,97,2,2,1,3,3,2,2,2,2,2,2,2,2,2,97,2,2,97,6.4818129955,2,2,2,1,1,2,2,97,97,2,97,97,1,2,2,2,2,2,2,2,1,1,1,1,1,2,2,97,97,3,2,3,1,2,2,1,2,1,2,1,1,1,1,1,97,2,2,2,2,1,97,97,97,97,2,2,2,2,2,1,97,2,2,97,97,97,2,11000227,2,2,2,1,1,1,2,1,2,3,2,2
77,2,97,97,97,97,77,97,3,2,2,2,2,2,77,97,1,97,2,77,1,1,77,2,1,2,2,2,2,2,2,2,97,2,2,97,6.4818129955,77,77,1,1,1,1,77,97,97,2,97,97,77,2,2,2,2,2,2,2,77,2,2,1,1,1,1,97,97,3,2,77,97,97,97,97,97,3,2,97,97,97,97,97,97,97,97,97,2,1,97,97,97,97,77,2,2,2,2,1,97,2,77,97,97,97,2,11000228,77,1,1,1,77,1,77,1,77,3,2,2
77,2,97,97,97,97,4,97,4,2,2,2,2,2,2,97,2,97,2,2,1,1,77,98,1,98,1,98,98,2,2,2,97,1,2,97,5.7865607588,2,2,1,2,2,2,2,97,97,2,97,97,1,98,1,98,98,2,2,2,2,2,2,2,1,2,2,97,97,2,2,1,97,97,97,97,97,3,2,97,97,97,97,97,97,97,97,97,2,1,97,97,97,97,2,2,2,2,2,1,97,2,2,97,97,97,2,11000231,2,2,98,2,77,1,2,1,2,3,2,2
77,2,1,2,1,2,2,77,1,2,2,2,2,2,77,97,77,1,1,2,1,2,2,2,1,1,1,2,2,1,2,2,2,2,1,97,5.7865607588,1,1,1,1,1,2,2,97,97,2,97,97,1,2,2,1,77,2,1,2,2,1,1,1,1,2,2,77,77,2,1,3,1,98,98,1,98,1,1,1,2,1,2,2,97,1,2,2,2,1,2,1,97,97,2,77,2,2,2,1,2,1,2,1,2,2,77,11000232,2,1,1,1,2,1,2,1,2,3,2,1
1,1,97,97,97,97,4,2,1,2,2,2,2,2,1,3,1,97,2,1,1,2,2,1,1,2,2,2,2,2,2,2,97,1,1,97,5.7865607588,2,2,2,2,2,2,2,97,97,2,97,97,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,97,97,2,2,1,1,2,2,1,98,1,2,98,98,98,98,98,97,2,2,2,2,1,77,1,97,97,2,2,2,2,2,1,97,2,2,97,97,97,2,11000235,2,2,1,1,1,1,2,1,1,3,2,1
3,2,97,97,97,97,4,97,3,2,2,2,2,2,1,3,2,2,1,97,2,97,97,2,1,2,1,2,2,2,2,2,97,2,2,97,5.7865607588,97,97,97,97,97,97,97,97,97,2,97,97,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,1,2,2,3,2,1,1,97,2,2,2,2,1,97,97,97,97,2,2,2,2,2,1,97,77,2,97,97,97,2,11000236,2,2,2,2,2,2,2,1,2,3,2,2
2,1,97,97,97,97,3,97,4,2,2,2,1,1,1,2,1,2,1,1,1,1,4,98,98,98,1,98,98,2,2,1,1,1,2,1,5.7865607588,77,1,1,1,1,2,1,97,97,2,97,2,98,98,1,1,98,1,1,1,1,1,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,97,97,3,1,1,2,1,2,1,1,97,2,77,97,97,97,2,11000237,98,1,1,1,1,1,1,1,77,3,2,1
77,1,97,97,97,97,3,97,4,1,2,2,2,98,2,97,77,2,1,2,1,4,5,2,1,2,1,1,77,2,2,2,97,1,2,97,5.7865607588,1,1,1,1,1,98,1,97,97,2,97,77,1,1,1,1,77,1,1,1,1,1,2,1,1,1,1,2,2,2,2,1,1,2,2,1,98,1,2,3,98,98,98,98,97,1,2,77,77,1,97,97,97,97,3,2,2,2,2,1,3,1,2,4,77,5,77,11000241,2,98,2,1,1,1,98,1,2,3,2,2
77,2,97,97,97,97,77,97,3,1,2,2,2,2,77,97,2,97,2,77,1,3,5,2,77,77,1,1,77,2,2,2,97,1,2,97,5.7865607588,77,77,2,77,1,1,77,97,97,2,97,97,1,1,1,77,77,2,2,2,2,1,2,1,1,77,77,97,97,2,2,77,97,97,97,97,97,3,2,97,97,97,97,97,97,97,97,97,2,1,97,97,97,97,2,2,2,2,2,1,97,77,77,97,97,97,77,11000248,2,2,2,2,1,1,77,1,2,2,2,2
77,2,97,97,97,97,4,97,4,1,2,2,2,2,77,97,77,97,2,77,1,2,4,2,1,1,1,2,2,2,2,2,97,77,2,97,6.4818129955,2,2,2,2,2,2,2,97,97,2,97,97,1,2,2,2,2,2,2,2,2,1,2,1,1,1,1,97,97,3,2,1,1,2,1,2,77,1,2,2,2,2,2,2,97,2,2,2,2,1,97,97,97,97,2,2,2,2,2,1,97,2,2,97,97,97,2,11000252,2,2,2,2,2,1,2,1,2,2,2,2
3,1,97,97,97,97,3,2,1,1,2,1,2,2,2,97,1,2,1,97,2,97,97,2,1,2,1,2,2,2,2,2,97,1,2,97,6.4818129955,97,97,97,97,97,97,97,97,97,2,97,2,2,2,2,2,2,1,1,1,1,77,77,77,77,77,77,2,1,3,2,1,97,97,97,97,97,3,2,97,97,97,97,97,97,97,97,97,2,1,97,97,97,97,77,2,2,2,2,1,97,77,2,97,97,97,2,11000253,1,1,1,1,1,1,2,1,2,3,2,1
77,1,97,97,97,97,4,2,1,1,2,2,1,2,2,97,2,97,2,2,1,2,3,1,2,2,1,2,2,2,2,2,97,2,1,97,5.7865607588,2,2,2,1,1,2,2,97,97,2,97,97,1,2,1,2,2,2,2,1,1,1,1,1,1,2,2,97,97,2,2,1,1,2,2,1,98,1,2,2,1,2,1,1,1,1,2,2,1,1,2,1,2,1,1,2,2,2,2,1,97,2,2,97,97,97,2,11000256,77,77,77,1,1,1,2,1,2,2,2,1
2,1,97,97,97,97,3,1,1,1,1,1,2,2,77,97,77,97,2,97,2,97,97,2,2,2,2,2,2,2,2,2,97,1,1,97,5.7865607588,97,97,97,97,97,97,97,97,97,1,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,97,97,2,2,3,97,97,97,97,97,3,2,97,97,97,97,97,97,97,97,97,2,1,2,1,97,97,2,2,2,2,2,1,97,2,2,97,97,97,2,11000257,2,1,2,1,1,1,1,1,2,3,2,1
77,1,1,1,1,1,77,97,4,77,77,77,77,77,1,77,77,97,77,97,77,97,97,2,2,2,2,2,2,2,2,2,97,2,2,97,6.4818129955,97,97,97,97,97,97,97,97,97,2,97,97,2,2,2,2,2,2,2,2,1,1,1,1,1,77,77,97,97,3,2,77,1,2,1,77,77,1,1,3,3,3,3,3,97,2,77,2,2,1,97,97,97,97,2,77,2,2,2,1,97,77,77,97,97,97,77,11000258,77,2,77,77,2,77,77,1,2,2,2,2
77,77,97,97,97,97,77,77,1,1,77,77,77,77,77,97,77,97,77,97,77,97,97,2,1,1,1,2,2,77,77,77,97,77,77,97,3.7496270015,97,97,97,97,97,97,97,97,97,2,97,97,2,2,2,2,2,2,77,77,77,1,1,1,1,77,77,97,97,1,2,77,97,97,97,97,97,77,77,97,97,97,97,97,97,97,97,97,77,1,97,97,97,97,77,77,77,77,77,1,97,77,77,97,97,97,77,11000261,77,77,77,77,77,77,77,1,77,77,77,77
98,2,97,97,97,97,2,2,1,1,98,98,98,98,1,1,2,2,1,97,77,97,97,1,2,1,2,1,98,77,77,77,97,2,2,97,5.7865607588,2,77,2,98,1,1,1,97,97,2,97,97,1,1,1,1,1,2,2,2,2,1,1,98,1,2,2,2,2,2,2,2,1,98,98,98,98,1,77,1,1,1,1,1,97,2,2,77,2,1,97,97,97,97,77,1,2,2,2,1,97,2,2,97,97,97,77,11000264,2,2,2,2,2,2,2,1,2,77,2,2
1,1,97,97,97,97,77,2,1,1,1,2,2,2,1,2,1,97,2,2,1,2,2,2,1,2,1,2,2,2,2,2,97,2,2,2,5.7865607588,1,1,1,1,1,2,1,97,97,2,97,97,1,2,2,1,2,2,1,77,2,1,1,1,1,2,2,97,97,2,2,1,2,2,2,1,2,1,2,77,77,77,77,77,97,2,2,2,2,1,97,97,97,97,2,2,2,2,1,1,2,1,2,1,2,2,77,11000276,2,2,2,2,2,1,2,1,2,1,2,1
77,2,97,97,97,97,4,2,1,2,77,2,2,2,1,2,2,97,77,1,1,2,5,1,1,2,2,2,2,2,2,2,97,77,77,97,5.7865607588,1,1,1,1,1,77,2,97,97,2,97,97,1,77,2,77,2,77,1,1,1,1,2,1,1,2,2,97,97,2,2,3,1,2,2,1,77,1,2,1,1,1,1,3,1,1,2,77,1,1,97,97,97,97,2,2,2,2,2,1,97,2,1,97,97,97,2,11000278,77,2,1,1,1,1,2,1,1,2,2,2
